stn_code,state,location,type,so2,no2,rspm,pm2_5_x,date,year,month,day,co_gt,nox_gt,no2_gt,o3_gt,so2_gt,pm10,temperature,humidity,pressure,windspeed,winddirection,co_nox_ratio,nox_no2_ratio,temp_humidity_index,airqualityindex,co_ma3,no2_ma3,o3_ma3
55,2,22,2,4.0,47.0,123.0,61.0,2015-05-20,2015,5,20,4.73672963100414,144.7341546572374,115.92646924351102,83.5110448482552,26.86719412464215,140.74556009023522,18.33179260713777,57.05547484299286,1007.2973576679824,9.246782445394109,152.958718445088,0.0605899148963577,1.4864267088377792,10.58451293300881,226.17988410357617,4.955430323726103,115.78379040149665,81.86121241048646
57,2,22,0,4.0,53.0,158.0,64.0,2015-03-16,2015,3,16,4.693564817427594,145.03197930608283,114.49577410458188,74.19281197863342,24.954626266911273,168.64424831579615,16.198519858176166,59.59821245574712,996.0277081307612,10.091994996584903,207.99496118746865,0.0732519953280154,1.641809828821378,10.3751632257707,216.2092573554471,4.40910387540417,117.8127196059706,76.07636158975109
57,2,22,0,4.0,59.0,227.0,38.0,2015-04-28,2015,4,28,5.223993332309791,147.07940988866926,115.04337211877902,99.68130176618403,31.54895431290306,143.26390993960737,16.503436596028166,57.74163133332732,994.5048979096068,10.584971910414511,178.03145793062765,0.0800184168656627,1.7507153503855717,9.656326716582544,269.8279570672007,5.319148649652827,112.49506969409832,97.9365767822553
57,2,22,0,4.0,56.0,157.0,45.0,2015-05-13,2015,5,13,5.374896917975651,138.8599797035168,97.72189964131776,86.85853342140501,25.03386013292464,144.72015937179958,19.85448347750298,50.50228251095046,993.8245863950268,11.143030846386518,166.17803236800592,0.0645908465595372,3.1836182512742113,9.11021102086918,236.38980474526537,5.604614312251912,96.56232920727588,85.66687566751489
57,2,22,0,4.0,45.0,204.0,48.0,2015-05-21,2015,5,21,5.9348541802416825,139.31319418063404,99.95706552525048,99.95035831302124,29.283372247356933,165.2361449119709,21.40247633145044,58.16844474044973,1000.244438216962,10.278695375642204,185.10022739639768,0.10621533812713,3.4184043622117604,11.1989522729049,304.3635617043396,5.618194722502319,101.69345346461492,100.93733534149634
57,2,22,0,4.0,44.0,300.0,49.0,2015-05-26,2015,5,26,4.934901818548261,160.62423401858035,97.95334979226315,93.80019879073927,29.553935801026142,142.84057082986183,19.729897734598246,56.412653958176456,1007.9897817294908,10.459318513147457,209.94663653008033,0.086482293711296,4.390053878194599,10.89897076484062,257.03022054334275,4.73767568213506,96.76712108821675,93.86073366537026
57,2,22,0,4.0,50.0,258.0,28.0,2015-06-01,2015,6,1,4.315861279397471,156.48474424160415,110.07356339794846,75.13853750910101,25.79312166322776,128.1113631139182,17.41053218535448,50.77462259582752,1004.523274933258,8.17105348043705,154.33205559165552,0.0690427990965784,3.0898630620809393,8.885807871436523,254.10086261520723,4.454808945247897,111.54594108098767,76.29229394430007
57,2,22,0,4.0,52.0,324.0,56.0,2015-06-09,2015,6,9,4.886282595933955,116.88939428349828,123.91978092681218,83.704022469294,25.85153472712952,181.80821441526837,17.87825554375416,60.87937209561728,997.89265025119,10.01070824871523,184.40453921286488,0.1102586157339126,3.5175704393038765,11.386470475569832,191.58430973504545,5.081168445610732,117.70826015291097,87.74143030551106
57,2,22,0,4.0,45.0,330.0,39.0,2015-06-12,2015,6,12,5.5445539946779325,132.39918274421225,101.19073074972796,85.90302457290612,27.77110119446799,171.7110314512215,14.462346196381269,46.6482688420249,995.1819447931016,9.33340309569296,137.7098113351075,0.2223991264814231,7.317476278479845,6.4841573072448115,318.01051776890273,5.4322347992901925,104.9880804624518,90.81388064195062
58,2,22,0,4.0,59.0,113.0,64.0,2015-03-03,2015,3,3,4.847100510641272,139.91373419780854,88.42433496056786,86.52603224250981,26.61181386585559,150.5478775344458,17.897521838755875,49.160034959421125,999.4778642195228,8.44909505756451,224.0965513778619,0.0523674911164793,3.008859949602119,9.488845348154475,288.6341343391661,4.783558352541502,85.02230018526272,85.30865757361421
58,2,22,0,4.0,57.0,234.0,55.0,2015-03-09,2015,3,9,5.419607883422526,116.23197643327546,77.83198750422737,102.75524440970064,24.61673940487213,170.86695251893642,15.5501604486344,58.99590491888174,994.4712903512284,9.261567989828324,192.25748880106548,0.1407560366286463,3.592468249747109,8.968655762421756,256.291747312794,5.349448231297767,77.56699397805997,97.50333443451132
58,2,22,0,4.0,60.0,238.0,42.0,2015-03-17,2015,3,17,5.312007694079228,144.41465444150768,113.72843912457095,82.54474294727292,21.477503689195313,154.45298497043203,13.456699953653386,41.52833722282225,993.0588610937804,13.565680733279205,175.473759341295,0.0942035318349869,3.5517035044194034,7.006068505620363,265.9185115985496,5.538585442907099,112.324520344039,82.93403815800009
58,2,22,0,4.0,50.0,155.0,62.0,2015-03-20,2015,3,20,5.070608949611204,154.65105049355503,82.70635490984856,104.35904744243749,23.206177513729234,157.67365706954172,15.594112514105428,62.52213408449031,994.9008369081324,9.213408967401874,170.44182994782383,0.0539999083587792,9.31300181067992,9.644362863112937,264.11485865350716,5.181221946815599,82.79667029120064,104.6748500332517
58,2,22,0,4.0,63.0,145.0,45.0,2015-03-30,2015,3,30,4.946807512425462,150.61637385026967,104.98315390137668,91.46687949060322,25.768194891020396,135.40829928851662,19.179990851434937,48.71124398629044,1004.638447467746,10.163711359242916,193.93654392352437,0.0804739710104042,2.4527542742213457,9.278029632517756,186.8334583011126,5.0226890978167065,98.07111027167711,92.53827729647745
58,2,22,0,4.0,59.0,166.0,48.0,2015-04-08,2015,4,8,4.692849480012035,154.80382792457712,112.35666403138408,121.00099093487216,24.4630106154782,132.0959700912229,18.287933257446273,50.932341798393715,990.5118201807414,9.50548849253568,226.77902654544553,0.0597950823634637,4.77137222969425,9.28781014356148,253.9319365502988,4.863203863477332,112.28003272892546,117.19178228323858
58,2,22,0,4.0,52.0,224.0,64.0,2015-04-13,2015,4,13,5.675543512289643,150.98810636636736,79.25209019207794,77.07485389424289,28.952913134896736,174.02610955613616,17.740367745008577,49.62331959983433,1010.4803518709476,10.226861438753025,184.61062255283355,0.0664640576370296,6.14861363872934,9.753359801391914,231.03874844960703,5.766277150921417,82.93599349583207,80.50255242691453
58,2,22,0,4.0,52.0,248.0,52.0,2015-04-16,2015,4,16,3.81812066797715,130.2600689970013,104.84317035168132,91.33910966294272,28.900427194640574,165.72062940735574,17.97666653887878,58.05829791176532,994.7463771249568,11.018014522255536,174.50351669126937,0.1297757557639128,1.8144400884780976,10.352056755925348,299.27983610906216,3.993946915728031,106.3745550129192,86.34136854630536
58,2,22,0,4.0,57.0,334.0,46.0,2015-04-21,2015,4,21,3.944634467176496,137.160912669488,81.53490271032845,79.77305009309357,28.91452850311636,156.7436227856842,17.410757383580236,43.62592469350263,1000.9314492145762,9.192384215277562,148.11186048526446,0.0484700539214429,4.135852307111106,6.663200900917983,264.83480522372105,4.02984505018332,84.77558026442823,78.61325262306427
58,2,22,0,4.0,57.0,265.0,54.0,2015-05-11,2015,5,11,4.848330369333099,174.5804985214074,96.73069748524485,91.848297903036,21.527999347550672,180.3281607541302,14.23639040885365,63.610362031570446,994.906322881587,11.01966151495334,180.43098260181293,0.0431664880315313,5.851069038462605,9.99203889261936,305.30157661187945,4.920272532372381,100.26843729397154,94.60469052286878
58,2,22,0,4.0,49.0,543.0,44.0,2015-06-02,2015,6,2,4.53013541429433,167.865581463562,88.70157707220754,94.03677979679048,23.31268748743177,135.56927504976747,15.178382826290589,47.88649824539872,996.2330818343823,11.355168833047236,186.45032230406915,0.0667494447825797,3.5099155663001995,5.859167054644163,304.01524109606424,4.5207050886497555,87.85808244881122,95.6786277799737
59,2,22,2,4.0,47.0,143.0,62.0,2015-01-07,2015,1,7,4.545046541466211,135.6881720034041,99.69165164375556,69.30228978861659,26.333366648176593,146.19538129105905,16.39515392697913,60.47646364064016,1001.8661191511906,11.064584438011536,183.8269177884462,0.1242646415202179,3.1553636486812757,11.169254768510546,198.1496576365273,4.600759896932453,99.60704226636857,65.95412782728891
59,2,22,2,4.0,52.0,140.0,61.0,2015-01-12,2015,1,12,6.019135642837617,150.50473276904924,94.67918929259186,92.4841554766705,28.58869947082364,132.63270817313762,15.203911625594197,48.6309376708972,998.246426266172,9.30187184459415,173.39372249010523,0.068479036651428,4.785518131523361,7.717951964972972,262.6893924675513,5.967690847294868,95.57796906925344,91.52454925244028
59,2,22,2,4.0,45.0,187.0,56.0,2015-01-15,2015,1,15,4.811049523178425,169.13753048161595,102.12437927930608,84.05150381609536,23.293363838347812,157.4066127345438,16.297409238345974,55.31895100271035,991.3632604476584,10.664612634700758,178.56419565184055,0.0417270613076324,3.6408004681715993,9.052192427662447,213.6192505282702,4.541038249982331,105.833419003907,82.76071214290623
59,2,22,2,4.0,44.0,145.0,61.0,2015-02-20,2015,2,20,4.928956222746023,154.3608109224927,105.5505544405398,101.77972736034631,25.485084457416335,144.18067872547394,13.216977498482532,55.712175956259195,1002.2209552368166,9.339957632740004,196.72589874692216,0.0500852698184875,2.6916388977040935,7.495659896931207,237.94220506699745,4.74886665245715,107.63672919296135,97.15228569627835
59,2,22,2,4.0,44.0,80.0,52.0,2015-03-09,2015,3,9,5.419607883422526,116.23197643327546,77.83198750422737,102.75524440970064,24.61673940487213,170.86695251893642,15.5501604486344,58.99590491888174,994.4712903512284,9.261567989828324,192.25748880106548,0.1407560366286463,3.592468249747109,8.968655762421756,256.291747312794,5.349448231297767,77.56699397805997,97.50333443451132
59,2,22,2,4.0,48.0,190.0,65.0,2015-04-16,2015,4,16,3.81812066797715,130.2600689970013,104.84317035168132,91.33910966294272,28.900427194640574,165.72062940735574,17.97666653887878,58.05829791176532,994.7463771249568,11.018014522255536,174.50351669126937,0.1297757557639128,1.8144400884780976,10.352056755925348,299.27983610906216,3.993946915728031,106.3745550129192,86.34136854630536
59,2,22,2,4.0,48.0,180.0,39.0,2015-04-24,2015,4,24,5.084400139732044,148.612256853496,97.57873575677824,91.54527089284784,22.46271013310344,164.68961390989188,16.635628516828692,57.59909012346234,1006.4503169862688,10.104079753568175,188.51404852981784,0.2690101082229198,2.835128273908157,10.517713614917971,311.32358619084374,5.315534285116213,94.88446205939208,91.05940944725177
59,2,22,2,4.0,49.0,212.0,50.0,2015-04-29,2015,4,29,5.0371392628438745,146.29399953693914,98.03426344426236,86.68475466354766,21.14885470434539,167.019620256337,13.26820927358616,51.82070857362595,995.212787975526,10.33877353852736,182.42496781811693,0.07130692103165,3.333705883172098,6.9662509700044355,189.46611647194823,5.057807905296321,96.45782874919708,90.25818235306332
59,2,22,2,4.0,47.0,121.0,48.0,2015-05-06,2015,5,6,4.728864926459875,150.73122382826372,105.74683995248614,91.58788577079606,22.758537299957695,150.53582295682625,20.360279283751236,53.713999632956586,1002.6954141584793,9.62773493810186,173.11911930561868,0.080868804190892,4.009422957738052,11.868524249995415,234.92516541414352,4.761119569858864,108.68405000157328,93.06931111517416
59,2,22,2,4.0,49.0,129.0,58.0,2015-05-22,2015,5,22,4.895890993791833,126.2522528118074,89.16418808633914,96.59214268431111,24.05168671236427,141.23226647043302,16.483988230144643,53.35420878845932,982.0386833611436,11.652588379733226,207.9391572439081,0.051246816951851,4.382318723619569,8.19873316847165,286.88468153739535,4.935899529913203,88.90586477941157,93.4345733744285
59,2,22,2,4.0,49.0,147.0,62.0,2015-05-27,2015,5,27,4.110764609848734,141.47714220395224,119.30028425530686,86.52368253927341,26.042755071878855,154.61715501979032,17.48041059360926,48.492457188911,994.7312165045332,9.158538949022144,189.49636349360944,0.0618980564732971,1.6309802893115293,8.636149707833967,269.155789469748,4.305129102280763,119.73889335606955,89.28924473432761
59,2,22,2,4.0,51.0,118.0,59.0,2015-06-10,2015,6,10,5.017429002925982,140.4200699768055,95.13485812826784,75.52728782869814,25.974199705034792,150.91781414944447,15.953513668890858,63.14610815597769,994.5913945210164,8.808836581101707,189.62445635578376,0.075245562179454,8.271126663614956,9.959311397629897,223.2415343678344,4.838250200156431,100.23820085751537,74.81885031265557
60,2,22,2,4.0,29.0,102.0,62.0,2015-02-03,2015,2,3,6.291346926429502,134.71441887035687,96.14525644167104,86.84774507171426,28.675000513128197,198.4725399433831,21.53237569670274,52.42225587563686,994.1246203126856,9.083411359611336,211.51777346573692,0.0965397744652363,1.952783130643357,10.400779283346852,280.4401996594278,6.211354732669368,93.2103898270996,87.93320153779239
60,2,22,2,4.0,43.0,144.0,59.0,2015-02-16,2015,2,16,5.3506866058521005,159.90998497835866,119.2903634393137,78.45823108720951,25.961130373483257,166.2781831423695,14.80949014655061,54.08186177327615,997.1658442698018,8.899881827845093,165.36717785119205,0.0621751290252116,1.6911951845316953,8.012330839305877,258.3750331963684,5.603053729830994,119.67369091330892,79.57245768985922
60,2,22,2,4.0,53.0,173.0,61.0,2015-04-07,2015,4,7,4.3156853095154455,130.04583430166525,107.45175743545988,68.6902347391099,29.66379663637156,151.9028205391992,16.006677302408026,54.671911476617005,1008.2819075601354,10.944887683492595,177.46805005673036,0.1165139215671817,1.7232836927600017,9.130913089865322,224.83699172600856,4.090413360328973,104.4743297560356,68.96841813195012
60,2,22,2,4.0,42.0,140.0,49.0,2015-04-10,2015,4,10,4.0155619047925155,154.32586688980356,90.09665871084678,90.41975138284754,32.78087921193665,149.2828427829845,16.445843251815436,45.12013833324244,999.3750181783686,10.52777296974521,171.71630546652526,0.0725367629590641,3.276699945706042,7.042139019904432,240.2491103794388,4.049437420846286,90.73368869929509,90.43620368545275
60,2,22,2,4.0,49.0,171.0,56.0,2015-04-15,2015,4,15,5.635424699369331,151.9997866370745,104.6163432131642,91.36992455736402,25.210714011333124,150.99702094383872,16.60240136267262,53.98347552720214,996.2926127974014,11.061415536202142,174.2547982724357,0.0757334022156385,3.526745514810278,9.408276843988176,284.30821650164864,5.643675564199551,104.282354561981,94.0309951857377
60,2,22,2,4.0,50.0,195.0,60.0,2015-04-23,2015,4,23,5.100639826428222,144.56853019200136,97.50167373790585,93.66532031067403,28.757764792063497,175.44126027558593,17.258915772319487,53.74727956947126,1002.281255025191,8.767512459520132,210.57259877867853,0.0668373294259263,2.790435395384039,9.158022278689382,260.9616171350775,5.00383426097174,98.45625954779791,93.50490234615717
60,2,22,2,4.0,44.0,50.0,27.0,2015-05-13,2015,5,13,5.374896917975651,138.8599797035168,97.72189964131776,86.85853342140501,25.03386013292464,144.72015937179958,19.85448347750298,50.50228251095046,993.8245863950268,11.143030846386518,166.17803236800592,0.0645908465595372,3.1836182512742113,9.11021102086918,236.38980474526537,5.604614312251912,96.56232920727588,85.66687566751489
60,2,22,2,4.0,49.0,61.0,46.0,2015-05-21,2015,5,21,5.9348541802416825,139.31319418063404,99.95706552525048,99.95035831302124,29.283372247356933,165.2361449119709,21.40247633145044,58.16844474044973,1000.244438216962,10.278695375642204,185.10022739639768,0.10621533812713,3.4184043622117604,11.1989522729049,304.3635617043396,5.618194722502319,101.69345346461492,100.93733534149634
60,2,22,2,4.0,45.0,151.0,28.0,2015-06-01,2015,6,1,4.315861279397471,156.48474424160415,110.07356339794846,75.13853750910101,25.79312166322776,128.1113631139182,17.41053218535448,50.77462259582752,1004.523274933258,8.17105348043705,154.33205559165552,0.0690427990965784,3.0898630620809393,8.885807871436523,254.10086261520723,4.454808945247897,111.54594108098767,76.29229394430007
531,2,22,2,4.0,32.0,171.0,60.0,2015-03-26,2015,3,26,5.26370497282807,166.7998942035948,100.21640408212734,86.0732533008067,28.99248230996557,135.6409591074418,17.62531250286605,66.14158883077104,998.2030159698036,10.665524218213593,180.31985824575457,0.0367716500583436,4.943379888007814,12.560025981473196,247.82185292139573,5.126530418856261,99.43990468731644,84.41256874816631
531,2,22,2,4.0,37.0,205.0,64.0,2015-04-27,2015,4,27,4.527257300634937,151.89979118994856,106.66102327263764,79.7538584878822,26.360070656311027,140.30616144074398,20.086141148486927,61.35880907502261,1001.305068720578,10.45491426519678,174.8914704529544,0.1072182284161337,2.652357007153052,12.707278297101462,236.5394184575913,4.427555350705375,108.21954079525598,80.888061359779
531,2,22,2,4.0,34.0,225.0,56.0,2015-05-15,2015,5,15,4.454381800255662,143.03979592010975,102.58356618936304,101.4393580712,24.950488142883387,132.75363133921454,13.14484028802906,49.51084384625222,997.796515141977,10.246916989126571,196.7795600762599,0.0708975319193363,1.585203190300727,5.957118659931408,233.82108708204603,4.629630724244868,101.29117224907544,98.8724966795236
628,3,19,2,4.0,9.0,70.0,27.0,2015-01-02,2015,1,2,4.637801731203898,166.6168422029423,92.1668335410895,93.9856635153701,28.128130149448335,142.2287186458838,18.584977438453148,57.78434012947995,999.1722584557916,10.080148447850044,157.3137322370592,0.0362766885286012,4.12846874709905,11.376771824040285,293.8532034833558,4.592842148497064,94.52301859232904,95.0817769525054
628,3,19,2,4.0,9.0,77.0,29.0,2015-01-07,2015,1,7,4.545046541466211,135.6881720034041,99.69165164375556,69.30228978861659,26.333366648176593,146.19538129105905,16.39515392697913,60.47646364064016,1001.8661191511906,11.064584438011536,183.8269177884462,0.1242646415202179,3.1553636486812757,11.169254768510546,198.1496576365273,4.600759896932453,99.60704226636857,65.95412782728891
628,3,19,2,4.0,10.0,88.0,35.0,2015-01-09,2015,1,9,5.013245518305581,129.6342551956741,73.31893737430873,94.64106302921203,30.185564681881974,167.23378432520232,13.834832694421443,55.12307754722723,996.7574930833022,11.485266383322802,181.42251775888911,0.0787703865585559,4.09026103927718,7.270254731484546,256.7076373247856,5.109613340319151,74.06742783404137,93.49570273530044
628,3,19,2,4.0,9.0,43.0,12.0,2015-01-13,2015,1,13,4.372311301193146,156.2993115762061,89.24555220729555,93.8085386951913,23.217798132627607,161.5896181010432,16.9781361702659,60.80214916304522,996.5152945648252,11.2919276929563,163.33554671327036,0.0473502146947886,4.21419213977421,10.068705138735169,202.66039457134215,4.503624228014792,87.75052871264944,92.25489893983786
628,3,19,2,4.0,11.0,32.0,12.0,2015-01-15,2015,1,15,4.811049523178425,169.13753048161595,102.12437927930608,84.05150381609536,23.293363838347812,157.4066127345438,16.297409238345974,55.31895100271035,991.3632604476584,10.664612634700758,178.56419565184055,0.0417270613076324,3.6408004681715993,9.052192427662447,213.6192505282702,4.541038249982331,105.833419003907,82.76071214290623
628,3,19,2,4.0,9.0,33.0,11.0,2015-01-21,2015,1,21,5.626560727543865,135.6472126626379,101.78205907826288,86.10765979855444,22.570738696363012,164.431193825883,15.127878044204602,46.56047005220355,1000.541809548512,10.754363367052854,172.05665467099882,0.1309394815788577,2.701577053539888,7.025805917140569,228.3741899591305,5.637338055679499,102.72455576230932,83.50244183283813
628,3,19,2,4.0,11.0,32.0,12.0,2015-01-23,2015,1,23,6.1073197021403125,120.73780094523444,109.839620453424,74.91800726567703,24.610265613005136,151.1912798851633,19.38704565020985,52.09885305165876,996.1172057133398,7.297493791387306,166.32804205935125,0.1159814197313372,2.0449684358236473,10.24183855959846,234.7801645510067,5.933671934502186,112.35522471722646,73.07760171031339
628,3,19,2,4.0,9.0,81.0,28.0,2015-01-27,2015,1,27,4.340054918132424,175.19741206879667,91.7921026023089,89.3616241434816,26.519913401210975,129.76337412803858,19.66139487293485,51.34608688195957,998.5937199017236,9.525916226507134,202.15778582541137,0.0376982356545455,4.8128285780345434,10.402412495068472,281.23880678132315,4.255866553065351,96.15072113666052,91.27662454065376
628,3,19,2,4.0,9.0,74.0,26.0,2015-01-29,2015,1,29,4.957500317371989,150.0157465948657,71.07518171397724,99.56189298186705,26.635194367260095,160.81066961584136,14.85105267329962,59.94396973096493,994.334551716546,10.0953193351572,206.0799878913446,0.0670150551060913,4.819836830279086,8.576568541700142,260.80834955961024,5.044239103424192,69.66167301884487,95.35553529156506
628,3,19,2,4.0,9.0,75.0,23.0,2015-02-03,2015,2,3,6.291346926429502,134.71441887035687,96.14525644167104,86.84774507171426,28.675000513128197,198.4725399433831,21.53237569670274,52.42225587563686,994.1246203126856,9.083411359611336,211.51777346573692,0.0965397744652363,1.952783130643357,10.400779283346852,280.4401996594278,6.211354732669368,93.2103898270996,87.93320153779239
628,3,19,2,4.0,9.0,71.0,26.0,2015-02-05,2015,2,5,4.312775444691448,161.26789687802392,103.49364283989144,91.20011516769188,30.339835574018096,142.77357586776395,15.184580150999528,55.89521777817075,995.6504369837944,8.780778752578255,194.90938332389672,0.073775861363805,3.764148811357952,8.782582766034158,195.33243429799657,4.373165604591993,100.5259348858626,89.73902809722891
628,3,19,2,4.0,9.0,80.0,30.0,2015-02-10,2015,2,10,4.1803056857358385,149.89600073976624,93.05889278103412,78.0654000464897,30.964633530973305,132.73173242155576,17.898137523669003,63.99072690925333,1009.260224443708,9.299929747057227,135.87283129830357,0.1418110764209766,4.38872988429999,12.326764448903075,232.86148192642975,4.370808743673806,94.63773824090282,79.06928209468305
628,3,19,2,4.0,9.0,79.0,27.0,2015-02-12,2015,2,12,5.8984402490603465,138.9289937357174,82.28961209541939,89.14665025335096,27.535428201851857,147.1258008235811,16.269898773463897,55.21181154437153,997.7140871713748,10.82127865322684,181.9563844830176,0.074811383839918,3.1402475452086698,9.627945623242836,295.4737602060157,6.058094314506067,81.42995491349053,93.8372610361069
628,3,19,2,5.0,10.0,87.0,28.0,2015-02-17,2015,2,17,5.71525179815922,152.67382967665873,107.37797378285188,92.09127985802483,30.917573925229917,140.02091201628056,24.310807985994675,54.34026666037868,1008.0412045894876,10.326638781132337,192.86254978644865,0.0661741964085822,1.4948131582921196,12.3514520019622,249.71334386562197,5.511958536643154,107.59956550966558,94.44795856333634
628,3,19,2,4.0,9.0,77.0,30.0,2015-02-19,2015,2,19,5.552810567293421,173.6665718879036,114.48987303381888,91.29915033849312,22.527887797289253,181.37877048633564,12.989631326117395,50.53551990947213,992.9580008757416,9.02743376911422,200.19077790564972,0.0538803688679165,9.312744935423105,6.668804013587153,216.00941954422456,5.649631487990901,111.32243057802742,93.71266026772582
628,3,19,2,4.0,9.0,83.0,29.0,2015-02-24,2015,2,24,5.158006628258352,167.39429167571322,101.43807742478492,95.93267770214116,26.360596534260974,156.00339955661576,13.200194592874068,54.24199470449417,999.7291611139444,9.742194780791037,190.4193604155853,0.1324353219133878,2.3423912031354637,7.936857136526648,243.8642195381097,5.295307670926561,103.24533683607444,92.8085007706168
628,3,19,2,4.0,9.0,59.0,21.0,2015-02-26,2015,2,26,5.850784590931539,168.70847190212854,110.57289576333528,87.59629987446296,28.147172948477845,154.20608411535298,14.21358690223584,54.07632878089686,1008.6924607550663,10.449956305025824,178.48791362122915,0.0646681483961461,3.3636049791096787,8.861710897927862,228.1254578399745,5.821733678784086,111.19316981688232,87.1264545969314
628,3,19,2,4.0,9.0,77.0,29.0,2015-03-04,2015,3,4,4.416282807571494,147.40771053263387,106.9888558187422,86.99163647275624,32.28964972934981,144.8488803348592,23.86883437188982,59.64352233004802,989.9746016688106,9.734567611442998,142.8362152506692,0.0500092479836883,2.693028920299534,14.155693921235477,270.7153397473562,4.635170515479842,107.84305850002904,90.52749689932192
628,3,19,2,4.0,9.0,58.0,18.0,2015-03-07,2015,3,7,4.421012266977492,148.89859411156078,93.1782877387365,70.87762277746207,21.900498906926245,163.2718203603724,16.045228194501167,55.555587922824806,1003.7002092814164,11.043239832134846,199.84786609176453,0.0385364469423038,3.1392805035474285,7.878611499417417,240.09374893466804,4.409968882106779,89.34076666919178,70.85791264392152
628,3,19,2,4.0,9.0,56.0,20.0,2015-03-10,2015,3,10,5.682077453973797,166.2703869811636,92.66221945694576,85.34363381938878,25.79874927781669,153.85960290040433,21.086563629946607,57.30213957827536,1007.2840717296226,10.971027992745894,201.5069653912749,0.0581718438001455,3.473377844733687,11.40815918483174,233.23128784665732,5.736820562728539,93.98776024713386,88.95132802286707
